"","Year","Country...territory.of.asylum.residence","Origin","Population.type","Value"
"2719",1983,"Greece","Poland","Refugees (incl. refugee-like situations)","90"
"2720",1983,"Greece","Romania","Refugees (incl. refugee-like situations)","200"
"2721",1983,"Greece","Turkey","Refugees (incl. refugee-like situations)","540"
"2722",1983,"Greece","Viet Nam","Refugees (incl. refugee-like situations)","130"
"2723",1983,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","620"
"2724",1983,"Guatemala","El Salvador","Refugees (incl. refugee-like situations)","70000"
"2725",1983,"China, Hong Kong SAR","Viet Nam","Refugees (incl. refugee-like situations)","12770"
"2726",1983,"Honduras","Guatemala","Refugees (incl. refugee-like situations)","1000"
"2727",1983,"Honduras","Nicaragua","Refugees (incl. refugee-like situations)","19550"
"2728",1983,"Honduras","El Salvador","Refugees (incl. refugee-like situations)","19100"
"2729",1983,"Honduras","El Salvador","Returnees","500"
"2730",1983,"Indonesia","Cambodia","Refugees (incl. refugee-like situations)","1360"
"2731",1983,"Indonesia","Viet Nam","Refugees (incl. refugee-like situations)","8710"
"2732",1983,"India","Afghanistan","Refugees (incl. refugee-like situations)","5300"
"2733",1983,"India","Afghanistan","Returnees","430"
"2734",1983,"India","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","1560"
"2735",1983,"India","Iran (Islamic Rep. of)","Returnees","70"
"2736",1983,"India","Various/Unknown","Refugees (incl. refugee-like situations)","70"
"2737",1983,"Iran (Islamic Rep. of)","Afghanistan","Refugees (incl. refugee-like situations)","1800000"
"2738",1983,"Iran (Islamic Rep. of)","Ethiopia","Refugees (incl. refugee-like situations)","60"
"2739",1983,"Iran (Islamic Rep. of)","Iraq","Refugees (incl. refugee-like situations)","100000"
"2740",1983,"Iraq","Eritrea","Refugees (incl. refugee-like situations)","1200"
"2741",1983,"Italy","Afghanistan","Refugees (incl. refugee-like situations)","545"
"2742",1983,"Italy","Angola","Refugees (incl. refugee-like situations)","10"
"2743",1983,"Italy","Albania","Refugees (incl. refugee-like situations)","90"
"2744",1983,"Italy","Argentina","Refugees (incl. refugee-like situations)","42"
"2745",1983,"Italy","Armenia","Refugees (incl. refugee-like situations)","33"
"2746",1983,"Italy","Burundi","Refugees (incl. refugee-like situations)","2"
"2747",1983,"Italy","Bulgaria","Refugees (incl. refugee-like situations)","227"
"2748",1983,"Italy","Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)","1"
"2749",1983,"Italy","Brazil","Refugees (incl. refugee-like situations)","5"
"2750",1983,"Italy","Chile","Refugees (incl. refugee-like situations)","394"
"2751",1983,"Italy","China","Refugees (incl. refugee-like situations)","24"
"2752",1983,"Italy","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","11"
"2753",1983,"Italy","Congo","Refugees (incl. refugee-like situations)","6"
"2754",1983,"Italy","Cuba","Refugees (incl. refugee-like situations)","4"
"2755",1983,"Italy","Czech Rep.","Refugees (incl. refugee-like situations)","421"
"2756",1983,"Italy","Dominican Rep.","Refugees (incl. refugee-like situations)","1"
"2757",1983,"Italy","Algeria","Refugees (incl. refugee-like situations)","3"
"2758",1983,"Italy","Egypt","Refugees (incl. refugee-like situations)","6"
"2759",1983,"Italy","Eritrea","Refugees (incl. refugee-like situations)","185"
"2760",1983,"Italy","Spain","Refugees (incl. refugee-like situations)","2"
"2761",1983,"Italy","Ethiopia","Refugees (incl. refugee-like situations)","597"
"2762",1983,"Italy","Ghana","Refugees (incl. refugee-like situations)","18"
"2763",1983,"Italy","Guinea-Bissau","Refugees (incl. refugee-like situations)","2"
"2764",1983,"Italy","Equatorial Guinea","Refugees (incl. refugee-like situations)","1"
"2765",1983,"Italy","Hungary","Refugees (incl. refugee-like situations)","607"
"2766",1983,"Italy","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","607"
"2767",1983,"Italy","Iraq","Refugees (incl. refugee-like situations)","241"
"2768",1983,"Italy","Jordan","Refugees (incl. refugee-like situations)","2"
"2769",1983,"Italy","Cambodia","Refugees (incl. refugee-like situations)","185"
"2770",1983,"Italy","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","113"
"2771",1983,"Italy","Libya","Refugees (incl. refugee-like situations)","275"
"2772",1983,"Italy","Lithuania","Refugees (incl. refugee-like situations)","1"
"2773",1983,"Italy","Morocco","Refugees (incl. refugee-like situations)","1"
"2774",1983,"Italy","Namibia","Refugees (incl. refugee-like situations)","2"
"2775",1983,"Italy","Pakistan","Refugees (incl. refugee-like situations)","1"
"2776",1983,"Italy","Poland","Refugees (incl. refugee-like situations)","621"
"2777",1983,"Italy","Romania","Refugees (incl. refugee-like situations)","941"
"2778",1983,"Italy","Russian Federation","Refugees (incl. refugee-like situations)","11574"
"2779",1983,"Italy","Rwanda","Refugees (incl. refugee-like situations)","1"
"2780",1983,"Italy","Sudan","Refugees (incl. refugee-like situations)","2"
"2781",1983,"Italy","Somalia","Refugees (incl. refugee-like situations)","39"
"2782",1983,"Italy","Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)","157"
"2783",1983,"Italy","Seychelles","Refugees (incl. refugee-like situations)","2"
"2784",1983,"Italy","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","6"
"2785",1983,"Italy","Chad","Refugees (incl. refugee-like situations)","4"
"2786",1983,"Italy","Tunisia","Refugees (incl. refugee-like situations)","5"
"2787",1983,"Italy","United Rep. of Tanzania","Refugees (incl. refugee-like situations)","1"
"2788",1983,"Italy","Uganda","Refugees (incl. refugee-like situations)","16"
"2789",1983,"Italy","Uruguay","Refugees (incl. refugee-like situations)","25"
"2790",1983,"Italy","Viet Nam","Refugees (incl. refugee-like situations)","2759"
"2791",1983,"Italy","Stateless","Refugees (incl. refugee-like situations)","32"
"2792",1983,"Italy","Various/Unknown","Refugees (incl. refugee-like situations)","1230"
"2793",1983,"Italy","Yemen","Refugees (incl. refugee-like situations)","1"
"2794",1983,"Jordan","Afghanistan","Refugees (incl. refugee-like situations)","50"
"2795",1983,"Jordan","Ethiopia","Refugees (incl. refugee-like situations)","100"
"2796",1983,"Japan","Cambodia","Refugees (incl. refugee-like situations)","540"
"2797",1983,"Japan","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","580"
"2798",1983,"Japan","Viet Nam","Refugees (incl. refugee-like situations)","3630"
"2799",1983,"Japan","Various/Unknown","Refugees (incl. refugee-like situations)","150"
"2800",1983,"Kenya","Ethiopia","Refugees (incl. refugee-like situations)","1670"
"2801",1983,"Kenya","Mozambique","Refugees (incl. refugee-like situations)","200"
"2802",1983,"Kenya","Rwanda","Refugees (incl. refugee-like situations)","1570"
"2803",1983,"Kenya","Uganda","Refugees (incl. refugee-like situations)","2990"
"2804",1983,"Kenya","Various/Unknown","Refugees (incl. refugee-like situations)","330"
"2805",1983,"Kuwait","Ethiopia","Refugees (incl. refugee-like situations)","2220"
"2806",1983,"Lao People's Dem. Rep.","Cambodia","Refugees (incl. refugee-like situations)","1260"
"2807",1983,"Lao People's Dem. Rep.","Cambodia","Returnees","2240"
"2808",1983,"Lebanon","Armenia","Refugees (incl. refugee-like situations)","300"
"2809",1983,"Lebanon","Ethiopia","Refugees (incl. refugee-like situations)","1000"
"2810",1983,"Lebanon","Iraq","Refugees (incl. refugee-like situations)","1100"
"2811",1983,"Lebanon","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","520"
"2812",1983,"Liberia","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"2813",1983,"Lesotho","South Africa","Refugees (incl. refugee-like situations)","11500"
"2814",1983,"China, Macao SAR","Viet Nam","Refugees (incl. refugee-like situations)","800"
"2815",1983,"Morocco","Spain","Refugees (incl. refugee-like situations)","300"
"2816",1983,"Morocco","Poland","Refugees (incl. refugee-like situations)","50"
"2817",1983,"Morocco","Various/Unknown","Refugees (incl. refugee-like situations)","190"
"2818",1983,"Mexico","Guatemala","Refugees (incl. refugee-like situations)","40000"
"2819",1983,"Mexico","El Salvador","Refugees (incl. refugee-like situations)","120000"
"2820",1983,"Mexico","Various/Unknown","Refugees (incl. refugee-like situations)","10000"
"2821",1983,"Mozambique","Chile","Refugees (incl. refugee-like situations)","300"
"2822",1983,"Mozambique","Various/Unknown","Refugees (incl. refugee-like situations)","300"
"2823",1983,"Mozambique","South Africa","Refugees (incl. refugee-like situations)","300"
"2824",1983,"Malaysia","Cambodia","Refugees (incl. refugee-like situations)","620"
"2825",1983,"Malaysia","Philippines","Refugees (incl. refugee-like situations)","100000"
"2826",1983,"Malaysia","Viet Nam","Refugees (incl. refugee-like situations)","10080"
"2827",1983,"Nigeria","Ethiopia","Refugees (incl. refugee-like situations)","50"
"2828",1983,"Nigeria","Ghana","Refugees (incl. refugee-like situations)","320"
"2829",1983,"Nigeria","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","90"
"2830",1983,"Nigeria","Namibia","Refugees (incl. refugee-like situations)","70"
"2831",1983,"Nigeria","Chad","Refugees (incl. refugee-like situations)","4000"
"2832",1983,"Nigeria","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"2833",1983,"Nicaragua","Guatemala","Refugees (incl. refugee-like situations)","500"
"2834",1983,"Nicaragua","El Salvador","Refugees (incl. refugee-like situations)","17500"
"2835",1983,"Nicaragua","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"2836",1983,"Netherlands","Various/Unknown","Refugees (incl. refugee-like situations)","14500"
"2837",1983,"Norway","Various/Unknown","Refugees (incl. refugee-like situations)","10000"
"2838",1983,"Nepal","Tibetan","Refugees (incl. refugee-like situations)","10800"
"2839",1983,"New Zealand","Various/Unknown","Refugees (incl. refugee-like situations)","10600"
"2840",1983,"Pakistan","Afghanistan","Refugees (incl. refugee-like situations)","2900000"
"2841",1983,"Pakistan","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","1360"
"2842",1983,"Pakistan","Iran (Islamic Rep. of)","Returnees","390"
"2843",1983,"Panama","El Salvador","Refugees (incl. refugee-like situations)","1000"
"2844",1983,"Panama","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"2845",1983,"Peru","Cuba","Refugees (incl. refugee-like situations)","360"
"2846",1983,"Peru","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","60"
"2847",1983,"Peru","Various/Unknown","Refugees (incl. refugee-like situations)","180"
"2848",1983,"Peru","Various/Unknown","Returnees","50"
"2849",1983,"Philippines","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","160"
"2850",1983,"Philippines","Cambodia","Refugees (incl. refugee-like situations)","9470"
"2851",1983,"Philippines","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","1490"
"2852",1983,"Philippines","Viet Nam","Refugees (incl. refugee-like situations)","7770"
"2853",1983,"Papua New Guinea","Indonesia","Refugees (incl. refugee-like situations)","1230"
"2854",1983,"Papua New Guinea","Indonesia","Returnees","850"
"2855",1983,"Portugal","Various/Unknown","Refugees (incl. refugee-like situations)","700"
"2856",1983,"Paraguay","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"2857",1983,"Qatar","Ethiopia","Refugees (incl. refugee-like situations)","200"
"2858",1983,"Romania","Chile","Refugees (incl. refugee-like situations)","1000"
"2859",1983,"Rwanda","Burundi","Refugees (incl. refugee-like situations)","18500"
"2860",1983,"Rwanda","Burundi","Returnees","130"
"2861",1983,"Rwanda","Uganda","Refugees (incl. refugee-like situations)","31000"
"2862",1983,"Rwanda","Uganda","Returnees","3000"
"2863",1983,"Saudi Arabia","Afghanistan","Refugees (incl. refugee-like situations)","2000"
"2864",1983,"Saudi Arabia","Ethiopia","Refugees (incl. refugee-like situations)","57000"
"2865",1983,"Sudan","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","5000"
"2866",1983,"Sudan","Ethiopia","Refugees (incl. refugee-like situations)","484000"
"2867",1983,"Sudan","Chad","Refugees (incl. refugee-like situations)","1000"
"2868",1983,"Sudan","Uganda","Refugees (incl. refugee-like situations)","200000"
"2869",1983,"Senegal","Guinea-Bissau","Refugees (incl. refugee-like situations)","5000"
"2870",1983,"Senegal","Various/Unknown","Refugees (incl. refugee-like situations)","140"
"2871",1983,"Singapore","Viet Nam","Refugees (incl. refugee-like situations)","290"
"2872",1983,"Sierra Leone","Namibia","Refugees (incl. refugee-like situations)","150"
"2873",1983,"Somalia","Ethiopia","Refugees (incl. refugee-like situations)","700000"
"2874",1983,"Serbia and Kosovo (S/RES/1244 (1999))","Albania","Refugees (incl. refugee-like situations)","1520"
"2875",1983,"Serbia and Kosovo (S/RES/1244 (1999))","Chile","Refugees (incl. refugee-like situations)","100"
"2876",1983,"Serbia and Kosovo (S/RES/1244 (1999))","Various/Unknown","Refugees (incl. refugee-like situations)","400"
"2877",1983,"Sweden","Various/Unknown","Refugees (incl. refugee-like situations)","43000"
"2878",1983,"Swaziland","South Africa","Refugees (incl. refugee-like situations)","6230"
"2879",1983,"Swaziland","South Africa","Returnees","90"
"2880",1983,"Syrian Arab Rep.","Afghanistan","Refugees (incl. refugee-like situations)","3000"
"2881",1983,"Syrian Arab Rep.","Ethiopia","Refugees (incl. refugee-like situations)","600"
"2882",1983,"Syrian Arab Rep.","Iraq","Refugees (incl. refugee-like situations)","600"
"2883",1983,"Syrian Arab Rep.","Lebanon","Refugees (incl. refugee-like situations)","27180"
"2884",1983,"Syrian Arab Rep.","Palestinian","Refugees (incl. refugee-like situations)","9110"
"2885",1983,"Togo","Ghana","Refugees (incl. refugee-like situations)","1470"
"2886",1983,"Togo","Various/Unknown","Refugees (incl. refugee-like situations)","300"
"2887",1983,"Thailand","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","100"
"2888",1983,"Thailand","Cambodia","Refugees (incl. refugee-like situations)","56610"
"2889",1983,"Thailand","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","78950"
"2890",1983,"Thailand","Lao People's Dem. Rep.","Returnees","595"
"2891",1983,"Thailand","Viet Nam","Refugees (incl. refugee-like situations)","8620"
"2892",1983,"Thailand","Various/Unknown","Refugees (incl. refugee-like situations)","40"
"2893",1983,"Turkey","Afghanistan","Refugees (incl. refugee-like situations)","340"
"2894",1983,"Turkey","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","790"
"2895",1983,"Turkey","Romania","Refugees (incl. refugee-like situations)","70"
"2896",1983,"Turkey","Various/Unknown","Refugees (incl. refugee-like situations)","120"
"2897",1983,"United Rep. of Tanzania","Burundi","Refugees (incl. refugee-like situations)","148050"
"2898",1983,"United Rep. of Tanzania","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","15050"
"2899",1983,"United Rep. of Tanzania","Uganda","Refugees (incl. refugee-like situations)","10000"
"2900",1983,"United Rep. of Tanzania","Various/Unknown","Refugees (incl. refugee-like situations)","1000"
"2901",1983,"United Rep. of Tanzania","South Africa","Refugees (incl. refugee-like situations)","6000"
"2902",1983,"Uganda","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","31350"
"2903",1983,"Uganda","Rwanda","Refugees (incl. refugee-like situations)","80320"
"2904",1983,"Uganda","Various/Unknown","Refugees (incl. refugee-like situations)","21300"
"2905",1983,"Uruguay","Various/Unknown","Refugees (incl. refugee-like situations)","150"
"2906",1983,"United States of America","Various/Unknown","Refugees (incl. refugee-like situations)","655532"
"2907",1983,"Venezuela (Bolivarian Republic of)","Cuba","Refugees (incl. refugee-like situations)","480"
"2908",1983,"Venezuela (Bolivarian Republic of)","Haiti","Refugees (incl. refugee-like situations)","230"
